"","doc_id","lemma"
"17591","2271","white"
"17592","2271","people"
"17596","2272","close"
"17597","2272","association"
"17599","2272","emphasize"
"17601","2272","difference"
"17604","2273","think"
"17606","2273","depend"
"17609","2273","locale"
"17612","2273","station"
"17614","2273","nativity"
"17617","2273","man"
"17620","2274","behave"
"17622","2274","act"
"17625","2274","officer"
"17629","2274","race"
"17631","2275","man"
"17633","2275","pick"
"17635","2275","special"
"17636","2275","group"
"17643","2275","volunteer"
"17645","2275","use"
"17647","2275","way"
"17657","2279","way"
"17659","2279","get"
"17663","2279","opinion"
"17666","2280","white"
"17668","2280","work"
"17671","2280","white"
"17672","2280","race"
"17679","2280","understand"
"17682","2280","fellow"
"17683","2280","man"
"17684","2280","react"
"17688","2280","different"
"17689","2280","customs"
"17691","2280","belief"
"17699","2282","regiment"
"17702","2282","different"
"17703","2282","company"
"17705","2283","see"
"17706","2283","question"
"17710","2284","cause"
"17712","2284","lot"
"17714","2284","fight"
"17717","2284","whites"
"17719","2284","negro"
"17726","2285","exist"
"17729","2285","common"
"17730","2285","level"
"17737","2286","mind"
"17739","2286","negro"
"17742","2286","talk"
"17746","2286","good"
"17747","2286","kind"
"17748","2286","word"
"17754","2286","teach"
"17756","2286","way"
"17762","2286","damne"
"17765","2286","sleep"
"17767","2286","eat"
"17773","2287","habit"
"17775","2287","race"
"17777","2287","color"
"17778","2288","let"
"17780","2288","negro"
"17781","2288","stay"
"17784","2288","side"
"17787","2288","force"
"17791","2288","o.k"
"17795","2290","much"
"17796","2290","friction"
"17798","2290","white"
"17800","2290","negro"
"17802","2290","put"
"17808","2291","woul"
"17810","2291","get"
"17813","2291","good"
"17820","2293","think"
"17822","2293","negro"
"17828","2293","way"
"17831","2293","south"
"17836","2296","think"
"17840","2296","stay"
"17843","2296","comm"
"17846","2296","non"
"17847","2296","comm"
"17849","2297","negro"
"17852","2297","bad"
"17854","2297","let"
"17856","2297","stay"
"17859","2297","self"
"17862","2298","feel"
"17865","2298","place"
"17867","2298","whites"
"17870","2298","white"
"17872","2298","feel"
"17875","2298","place"
"17877","2298","negro"
"17883","2300","separate"
"17884","2300","outfit"
"17889","2300","non-com"
"17891","2300","officer"
"17894","2302","believe"
"17898","2302","happier"
"17902","2302","better"
"17903","2302","position"
"17905","2302","advance"
"17912","2302","organization"
"17915","2302","note"
"17926","2308","difference"
"17927","2308","class"
"17934","2308","white"
"17936","2309","citizen"
"17939","2309","u.s."
"17941","2309","entitle"
"17944","2309","rights"
"17947","2309","man"
"17948","2309","equal"
"17953","2310","class"
"17955","2310","white"
"17963","2311","trouble"
"17969","2313","keep"
"17975","2314","combat"
"17976","2314","duty"
"17982","2314","outfit"
"17990","2319","soldier"
"17991","2320","man"
"17992","2320","fight"
"17993","2320","better"
"17997","2320","race"
"18003","2321","different"
"18004","2321","outfit"
"18008","2321","personnel"
"18011","2321","treat"
"18016","2322","wish"
"18018","2322","join"
"18021","2322","negro"
"18022","2322","outfit"
"18029","2322","particular"
