,source,target,weight
2670,race,agree,1
2671,race,attitude,1
2672,race,better,1
2673,race,cause,1
2674,race,cent,1
2675,race,cleaner,1
2676,race,color,3
2677,race,come,1
2678,race,cooperate,1
2679,race,creed,1
2680,race,devils,1
2681,race,different,1
2682,race,fight,1
2683,race,hat,2
2684,race,make,1
2685,race,mingle,1
2686,race,mix,2
2687,race,order,1
2688,race,people,3
2689,race,person,1
2690,race,poor,1
2691,race,power,1
2692,race,prejudice,2
2693,race,push,1
2694,race,riot,1
2695,race,separate,4
2696,race,seperate,1
2697,race,superiority,1
2698,race,unclear,1
2699,race,use,1
2700,race,verce,1
2701,race,white,1
2702,race,win,1
2703,races,better,1
2704,races,color,1
2705,races,divide,1
2706,races,enjoy,1
2707,races,gel,1
2708,races,get,1
2709,races,individual,1
2710,races,interbree,1
2711,races,lead,1
2712,races,man,1
2713,races,mix,3
2714,races,units,1
2715,races,work,3
2716,Races,feel,1
2717,Races,mix,1
2718,racial,cause,1
2719,racial,deletion,1
2720,racial,difference,3
2721,racial,difficulty,1
2722,racial,discontentment,1
2723,racial,discrimination,1
2724,racial,exist,1
2725,racial,existend,1
2726,racial,hard,1
2727,racial,hatered,1
2728,racial,hatred,1
2729,racial,predjudice,3
2730,racial,prejudice,3
2731,racial,Prejudices,1
2732,racial,pride,1
2733,racial,superiority,1
2734,racial,tend,1
2735,racial,white,1
2736,rain,basic,1
2737,rainy,season,1
2738,raise,different,1
2739,raise,negro,1
2740,range,record,1
2741,rank,cause,1
2742,rank,fight,1
2743,rank,people,1
2744,rank,white,1
2745,rank,whites,1
2746,rate,high,1
2747,ration,army,1
2748,react,different,1
2749,realize,hard,1
2750,reason,different,1
2751,reason,educational,1
2752,reason,fellow,1
2753,reason,give,2
2754,reason,last,1
2755,reason,list,1
2756,reason,number,1
2757,reason,people,1
2758,reason,put,1
2759,reason,question,7
2760,reason,separate,1
2761,reason,soilder,1
2762,reason,south,1
2763,reason,state,5
2764,reason,think,1
2765,reason,white,1
2766,reception,classify,1
2767,reciprocate,bully,1
2768,reciprocate,private,1
2769,reciprocate,white,1
2770,reckless,cleanliness,1
2771,record,establish,1
2772,record,negroe,1
2773,record,rain,1
2774,refuse,bink,1
2775,regards,promotions,1
2776,regards,race,1
2777,regiment,company,1
2778,regiment,different,1
2779,relationship,better,1
2780,relationship,understanding,1
2781,relish,idea,1
2782,remember,good,1
2783,remove,idea,1
2784,remove,race,1
2785,replace,unclear,1
2786,resent,get,1
2787,resent,negro,1
2788,resent,negroe,1
2789,resent,ordr,1
2790,resent,take,1
2791,resentment,enmity,1
2792,Resentment,anti-negro,1
2793,Resentment,many,1
2794,respective,outfit,1
2795,respond,better,1
2796,respond,negro,1
2797,restraint,outfit,1
2798,result,friction,1
2799,result,less,1
2800,result,mix,1
2801,result,set,1
2802,result,trouble,1
2803,retard,effort,1
2804,retard,war,1
2805,return,night,1
2806,return,Noncom,1
2807,right,colored,1
2808,right,man,1
2809,right,Negroes,1
2810,right,stay,1
2811,right,white,1
2812,rights,black,1
2813,rights,equal,1
2814,rights,freedom,1
2815,rights,man,1
2816,rights,privileges,1
2817,rights,white,1
2818,riot,disorder,1
2819,riot,place,1
2820,riot,take,1
2821,riot,unclear,1
2822,rite,way,1
2823,roof,healthy,1
2824,roof,stay,1
2825,room,boat,1
2826,room,eat,1
2827,room,sleep,1
2828,ruin,morale,1
2829,ruin,part,1
2830,rule,cooperate,1
2831,rule,race,1
2832,rule,work,1
2833,run,negro,1
2834,run,place,1
2835,rushe,wait,1
2836,safe,intermingling,1
2837,safe,man,1
2838,sanitary,reason,1
2839,sanitation,people,1
2840,sanitation,white,1
2841,satisfied,better,1
2842,satisfied,commander,1
2843,satisfied,outfit,1
2844,satisfied,stand,1
2845,satisfied,way,1
2846,satisfied,white,1
2847,satisfy,outfit,1
2848,sauth,think,1
2849,save,lot,1
2850,save,trouble,1
2851,say,army,1
2852,say,color,1
2853,say,depend,1
2854,say,hell,1
2855,say,let,1
2856,say,live,1
2857,say,rushe,1
2858,say,separate,2
2859,say,standpoint,1
2860,say,white,1
2861,seas,fighting,1
2862,section,country,2
2863,section,important,1
2864,section,negro,1
2865,section,separation,1
2866,section,town,1
2867,see,action,1
2868,see,answer,1
2869,see,better,1
2870,see,black,1
2871,see,comment,1
2872,see,difference,1
2873,see,man,1
2874,see,note,1
2875,see,previous,1
2876,see,question,3
2877,see,reason,3
2878,see,seem,1
2879,see,statement,1
2880,see,thing,1
2881,see,unclear,1
2882,see,white,1
2883,see,work,1
2884,seem,better,2
2885,seem,heart,1
2886,seem,lot,1
2887,seem,natural,1
2888,seem,nice,1
2889,seem,people,1
2890,seem,person,1
2891,seem,slower,1
2892,seem,social,1
2893,seem,team,1
2894,seem,thank,1
2895,seem,understand,1
2896,seem,unusual,1
2897,seem,work,2
2898,segregate,respect,1
2899,segregate,way,1
2900,segregation,less,1
2901,segregation,result,1
2902,selct,ability,1
2903,selct,accord,1
2904,seldom,become,1
2905,seldom,friendly,1
2906,select,noncom,1
2907,select,show,1
2908,self,negro,1
2909,self,way,1
2910,self,white,1
2911,selve,good,1
2912,separat,keep,1
2913,separat,outfit,1
2914,separat,trouble,1
2915,separat,white,1
2916,separate,accomplish,1
2917,separate,achieve,1
2918,separate,adapt,1
2919,separate,argument,1
2920,separate,barrack,2
2921,separate,best,1
2922,separate,better,1
2923,separate,camp,2
2924,separate,cause,1
2925,separate,chance,1
2926,separate,color,1
2927,separate,depend,1
2928,separate,disastr,1
2929,separate,efficiency,2
2930,separate,faction,1
2931,separate,feel,1
2932,separate,fight,1
2933,separate,fighting,1
2934,separate,fit,1
2935,separate,friction,1
2936,separate,friend,1
2937,separate,get,1
2938,separate,good,1
2939,separate,group,3
2940,separate,less,3
2941,separate,live,1
2942,separate,make,3
2943,separate,many,1
2944,separate,matter,1
2945,separate,mean,1
2946,separate,mixed,1
2947,separate,negroe,1
2948,separate,Negroes,1
2949,separate,outfit,33
2950,separate,place,1
2951,separate,prevent,1
2952,separate,put,1
2953,separate,quarter,1
2954,separate,race,2
2955,separate,separate,1
2956,separate,sleeping,1
2957,separate,soldier,1
2958,separate,suggest,1
2959,separate,thier,1
2960,separate,think,1
2961,separate,troops,1
2962,separate,try,2
2963,separate,units,2
2964,separate,victory,1
2965,separate,white,4
2966,separate,whites,1
2967,separate,work,3
2968,separating,cause,1
2969,separating,much,1
2970,separation,important,1
2971,separation,int,1
2972,sepeatd,unclear,1
2973,seperat,rasis,1
2974,seperate,camp,1
2975,seperate,outfit,4
2976,seperate,quarter,1
2977,seperate,seas,1
2978,seperate,units,1
2979,Seperate,prefer,1
2980,sepert,unclear,1
2981,seprate,outfit,1
2982,seprate,separate,1
2983,serious,defeat,1
2984,serious,trouble,1
2985,serve,feel,1
2986,serve,mixed,1
2987,serve,outfit,1
2988,serve,race,1
2989,service,get,1
2990,service,reception,1
2991,severe,discipline,1
2992,share,colored,1
2993,share,latrine,1
2994,share,thought,1
2995,shed,blood,1
2996,ship,group,1
2997,shoulder,shoulder,1
2998,show,cause,1
2999,show,much,1
3000,show,parciality,1
3001,show,people,1
3002,show,public,1
3003,show,race,1
3004,show,regards,1
3005,show,way,1
3006,show,white,1
3007,shower,negro,1
3008,side,battle,1
3009,side,force,1
3010,side,forget,1
3011,side,pond,1
3012,side,race,1
3013,side,side,3
3014,side,stay,1
3015,signal,Corps,1
3016,since,soldier,1
3017,single,man,1
3018,single,put,1
3019,single,reason,1
3020,single,south,1
3021,sit,close,1
3022,situation,thing,1
3023,slave,treat,1
3024,sleep,barrack,2
3025,sleep,eat,8
3026,sleep,negro,3
3027,sleep,negroe,1
3028,sleep,nigore,1
3029,sleep,outfit,1
3030,sleep,place,1
3031,sleep,soldier,1
3032,sleep,unclear,1
3033,sleep,whites,1
3034,sleeping,eat,1
3035,sleeping,quarter,1
3036,slopy,good,1
3037,slopy,make,1
3038,slopy,man,1
3039,slower,pick,1
3040,slower,thing,1
3041,smell,goat,1
3042,smell,sweat,1
3043,social,diseases,1
3044,social,dissension,1
3045,social,equality,1
3046,sociologist,negroe,1
3047,sociologist,think,1
3048,soclalzing,unclear,1
3049,soilder,shoulder,1
3050,soldier,benefit,1
3051,soldier,better,3
3052,soldier,C.o,1
3053,soldier,care,1
3054,soldier,chance,1
3055,soldier,change,1
3056,soldier,different,2
3057,soldier,drink,1
3058,soldier,drop,1
3059,soldier,feel,1
3060,soldier,find,1
3061,soldier,funny,1
3062,soldier,get,9
3063,soldier,give,1
3064,soldier,head,1
3065,soldier,insertion,1
3066,soldier,learn,1
3067,soldier,like,6
3068,soldier,live,2
3069,soldier,make,1
3070,soldier,matter,1
3071,soldier,mind,1
3072,soldier,mix,3
3073,soldier,mixed,1
3074,soldier,narrow,1
3075,soldier,negroe,1
3076,soldier,o.k.,1
3077,soldier,obey,1
3078,soldier,offend,1
3079,soldier,operate,1
3080,soldier,outfit,4
3081,soldier,overlook,1
3082,soldier,overrun,1
3083,soldier,part,1
3084,soldier,people,1
3085,soldier,prejudice,1
3086,soldier,privilege,1
3087,soldier,section,1
3088,soldier,seem,1
3089,soldier,separate,2
3090,soldier,separation,1
3091,soldier,seperate,1
3092,soldier,slower,1
3093,soldier,soldier,1
3094,soldier,south,1
3095,soldier,southerner,1
3096,soldier,superior,1
3097,soldier,take,1
3098,soldier,tend,1
3099,soldier,try,2
3100,soldier,unclear,2
3101,soldier,use,2
3102,soldier,want,2
3103,soldier,way,1
3104,soldier,white,2
3105,soldier,work,4
3106,soldier,woul,1
3107,soldier,woune,1
3108,Soldiers,gether,1
3109,soldirs,Negroes,1
3110,solider,wood,1
3111,sort,aversion,1
3112,sort,disagreiment,1
3113,sort,feeling,1
3114,sort,inborn,1
3115,sort,independent,1
3116,Sothern,Negroes,1
3117,Sothern,soldirs,1
3118,south,explain,2
3119,south,fellow,1
3120,south,hate,1
3121,south,like,3
3122,south,lot,1
3123,south,negro',1
3124,south,think,1
3125,South,get,1
3126,southern,attitude,1
3127,southern,bear,1
3128,southern,boy,3
3129,southern,get,1
3130,southern,include,1
3131,southern,like,1
3132,southern,man,1
3133,southern,negro,1
3134,southern,northern,1
3135,southern,obey,1
3136,southern,ordr,1
3137,southern,people,3
3138,southern,prejudice,1
3139,southern,put,1
3140,southern,race,1
3141,southern,resent,1
3142,southern,soldier,3
3143,southern,Soldiers,1
3144,southern,take,1
3145,southern,White,1
3146,southern,whites,1
3147,southern,whole,1
3148,Southern,boy,1
3149,Southern,mixed,1
3150,Southern,soldier,1
3151,southerner,feel,1
3152,southerner,hell,1
3153,southerner,mix,1
3154,southerner,northerner,1
3155,southerner,outfit,1
3156,southerner,use,1
3157,southerner,way,1
3158,southerner,white,1
3159,Southerner,acquaintance,1
3160,Southerner,courtmartial,1
3161,sparate,make,1
3162,special,group,1
3163,special,soldier,1
3164,special,trait,1
3165,spirit,help,1
3166,spirit,soldier,1
3167,spirit,white,1
3168,spirit,Whites,1
3169,squabbling,account,1
3170,squabbling,difference,1
3171,squabbling,racial,1
3172,stand,better,1
3173,stand,chance,1
3174,stand,many,1
3175,stand,negro,1
3176,stand,negroe,1
3177,standard,different,1
3178,standard,hygene,1
3179,standard,live,1
3180,standard,living,2
3181,standard,man,1
3182,standard,white,2
3183,standpoint,Southerner,1
3184,start,cause,1
3185,start,fight,4
3186,start,friction,1
3187,start,man,1
3188,start,many,1
3189,start,rainy,1
3190,start,riot,1
3191,start,season,1
3192,start,white,1
3193,state,negro,1
3194,state,number,1
3195,state,question,1
3196,state,think,1
3197,statement,lead,1
3198,station,nativity,1
3199,stay,clean,1
3200,stay,comm,1
3201,stay,ence,1
3202,stay,healthy,1
3203,stay,home,1
3204,stay,outfit,2
3205,stay,place,7
3206,stay,race,1
3207,stay,self,1
3208,stay,side,2
3209,stay,week,1
3210,stink,unclear,1
3211,stomach,change,1
3212,strife,trouble,1
3213,stripe,man,1
3214,stripe,suit,1
3215,strive,credit,1
3216,strong,allow,1
3217,strong,army,1
3218,strong,intermingling,1
3219,strong,weakest,1
3220,subject,say,1
3221,subscribe,question,1
3222,subseptable,desease,1
3223,subsitute,insertion,1
3224,suit,unclear,1
3225,suitable,climate,1
3226,suite,job,1
3227,superficial,believe,1
3228,superior,complex,1
3229,superior,lead,1
3230,superior,men,1
3231,superior,negro,1
3232,superior,races,1
3233,superior,soldier,1
3234,superior,trouble,1
3235,superiority,complex,1
3236,supose,grate,1
3237,suppose,soldier,1
3238,suppose,united,1
3239,sure,bink,1
3240,sure,breed,1
3241,sure,discontent,1
3242,sure,refuse,1
3243,sure,soldier,1
3244,sure,want,1
3245,sure,white,1
3246,surest,ruin,1
3247,surest,way,1
3248,take,advantage,3
3249,take,kind,1
3250,take,living,1
3251,take,man,2
3252,take,negro,1
3253,take,negroe,4
3254,take,order,6
3255,take,ordr,2
3256,take,place,1
3257,take,priviledge,1
3258,take,share,1
3259,take,shower,1
3260,take,thing,1
3261,take,white,2
3262,talent,white,1
3263,talk,act,1
3264,talk,good,1
3265,talk,less,1
3266,tasnks,rest,1
3267,teach,carry,1
3268,teach,diseases,1
3269,teach,negro,1
3270,teach,way,1
3271,teaching,competition,1
3272,teaching,good,1
3273,teaching,unified,1
3274,team,better,1
3275,team,exist,1
3276,team,obtain,1
3277,team,separate,1
3278,team,work,2
3279,teamwork,harmony,1
3280,tell,truth,1
3281,tell,way,1
3282,temperment,different,1
3283,temperment,morale,1
3284,tend,bully,1
3285,tend,discrepacy,1
3286,tend,efficiency,1
3287,tend,impair,1
3288,tend,reciprocate,1
3289,tend,separate,1
3290,tend,underdog,1
3291,tendency,class,1
3292,tendency,lower,1
3293,tendency,mix,1
3294,tendency,moral,1
3295,tendency,oppose,1
3296,tendency,overbear,1
3297,tendency,people,1
3298,tendency,white,1
3299,tent,barrick,1
3300,test,monkeying,1
3301,thang,insertion,1
3302,thank,good,1
3303,thank,soldier,1
3304,thay,seperate,1
3305,theories,racial,1
3306,theories,superiority,1
3307,thier,bad,1
3308,thier,felling,1
3309,thing,army,1
3310,thing,combat,1
3311,thing,give,1
3312,thing,Irregardless,1
3313,thing,leave,1
3314,thing,mass,1
3315,thing,military,1
3316,thing,move,1
3317,thing,run,1
3318,thing,use,1
3319,think,accomplish,1
3320,think,act,1
3321,think,best,1
3322,think,better,11
3323,think,bitter,1
3324,think,boy,1
3325,think,bring,1
3326,think,care,1
3327,think,cause,1
3328,think,commision,1
3329,think,cooperate,1
3330,think,depend,2
3331,think,difference,2
3332,think,different,1
3333,think,element,1
3334,think,else,1
3335,think,feel,2
3336,think,fight,2
3337,think,function,1
3338,think,get,7
3339,think,give,2
3340,think,good,1
3341,think,group,2
3342,think,happier,3
3343,think,harmony,1
3344,think,individual,1
3345,think,keep,3
3346,think,like,2
3347,think,line,1
3348,think,live,1
3349,think,lot,1
3350,think,lower,1
3351,think,make,5
3352,think,man,2
3353,think,mexican,1
3354,think,mix,4
3355,think,mixture,1
3356,think,much,1
3357,think,negro,9
3358,think,negroe,3
3359,think,Negroes,1
3360,think,officer,1
3361,think,old,1
3362,think,people,2
3363,think,qualifie,1
3364,think,question,1
3365,think,questionnaire,1
3366,think,questionnear,1
3367,think,race,1
3368,think,Races,1
3369,think,right,2
3370,think,satisfied,2
3371,think,say,1
3372,think,separate,1
3373,think,slave,1
3374,think,soldier,4
3375,think,Soldiers,1
3376,think,stay,2
3377,think,stripe,1
3378,think,superior,1
3379,think,teamwork,1
3380,think,test,1
3381,think,thing,1
3382,think,trouble,2
3383,think,unclear,1
3384,think,understand,1
3385,think,use,1
3386,think,want,1
3387,think,white,10
3388,think,whole,1
3389,think,work,7
3390,think,wrong,1
3391,thorough,dissatisfaction,1
3392,thorough,resentment,1
3393,thought,experience,1
3394,thought,man,1
3395,thought,white,1
3396,tie,army,1
3397,tie,soldier,1
3398,tie,Southern,1
3399,tie,whole,1
3400,tighter,come,1
3401,time,argue,1
3402,time,ask,1
3403,time,choose,1
3404,time,come,1
3405,time,concentrate,1
3406,time,fight,1
3407,time,get,1
3408,time,great,1
3409,time,many,1
3410,time,saver,1
3411,time,seem,1
3412,time,start,1
3413,time,waste,1
3414,time,way,1
3415,time,work,2
3416,tip,Pepule,1
3417,top,give,1
3418,total,negro,1
3419,total,outfit,1
3420,trace,distinction,1
3421,track,disease,1
3422,tradition,people,1
3423,train,accept,1
3424,train,harder,1
3425,train,people,1
3426,train,soldier,1
3427,train,white,1
3428,training,come,1
3429,training,keep,1
3430,training,separate,1
3431,trait,soldier,1
3432,treat,dog,1
3433,treat,equal,1
3434,treat,slave,1
3435,tridition,predejectry,1
3436,troops,background,1
3437,troops,fight,1
3438,troops,lower,1
3439,troops,separate,1
3440,troops,think,1
3441,trouble,answer,1
3442,trouble,arise,1
3443,trouble,deletion,1
3444,trouble,disease,1
3445,trouble,feel,1
3446,trouble,handle,1
3447,trouble,intermingle,1
3448,trouble,makers,1
3449,trouble,mix,1
3450,trouble,mixing,1
3451,trouble,Negros,1
3452,trouble,outfit,2
3453,trouble,race,1
3454,trouble,races,2
3455,trouble,result,1
3456,trouble,soldier,1
3457,trouble,start,1
3458,trouble,time,2
3459,trouble,whites,2
3460,trouble,Whites,1
3461,truBle,neogro,1
3462,truck,drive,1
3463,truck,garbage,1
3464,truck,man,1
3465,trust,fight,1
3466,trust,mixed,1
3467,trust,negro,1
3468,try,better,2
3469,try,find,1
3470,try,gain,1
3471,try,get,2
3472,try,good,1
3473,try,head,1
3474,try,mix,2
3475,try,negro,1
3476,try,outshine,1
3477,try,overrun,1
3478,try,pick,1
3479,try,show,1
3480,try,war,1
3481,try,win,1
3482,turn,outfit,1
3483,turn,whole,1
3484,twain,meet,1
3485,type,class,1
3486,type,people,1
3487,Unaccustom,live,1
3488,Unaccustom,negro,1
3489,unclean,Disease,1
3490,unclean,filthy,1
3491,unclean,rate,1
3492,unclear,[/unclear,3
3493,unclear,affect,1
3494,unclear,army,1
3495,unclear,bad,2
3496,unclear,better,1
3497,unclear,car,1
3498,unclear,characteristic,1
3499,unclear,Clean,1
3500,unclear,color,1
3501,unclear,competitive,1
3502,unclear,cotofer,1
3503,unclear,decrid,1
3504,unclear,die,1
3505,unclear,different,1
3506,unclear,dress,1
3507,unclear,eme,1
3508,unclear,form,1
3509,unclear,gather,1
3510,unclear,hall,1
3511,unclear,head,1
3512,unclear,kicking,1
3513,unclear,leading,1
3514,unclear,liive,1
3515,unclear,make,1
3516,unclear,man,1
3517,unclear,many,1
3518,unclear,mess,1
3519,unclear,migore,1
3520,unclear,migro,1
3521,unclear,mingle,1
3522,unclear,minority,1
3523,unclear,misatreate,1
3524,unclear,mix,1
3525,unclear,morale,1
3526,unclear,negro,1
3527,unclear,occur,1
3528,unclear,outfit,2
3529,unclear,people,1
3530,unclear,poor,1
3531,unclear,poot,1
3532,unclear,privileges,1
3533,unclear,quote,1
3534,unclear,race,1
3535,unclear,races,1
3536,unclear,raise,1
3537,unclear,replace,1
3538,unclear,self,1
3539,unclear,sepeatd,1
3540,unclear,soclalzing,1
3541,unclear,soldier,1
3542,unclear,spirit,1
3543,unclear,unclear,42
3544,unclear,way,1
3545,unclear,white,3
3546,unclear,win,1
3547,unclear,work,1
3548,uncomfortable,race,1
3549,uncomfortable,white,1
3550,unconsiderate,insertion]white,1
3551,unconsiderate,man,1
3552,underdog,negroe,1
3553,underlin,man,1
3554,underlin,underlin,1
3555,understand,american,1
3556,understand,anthr,1
3557,understand,better,2
3558,understand,fellow,1
3559,understand,man,1
3560,understand,meaning,1
3561,understanding,mix,1
3562,understanding,people,1
3563,undesirable,result,1
3564,undesireable,result,1
3565,undesireable,undesirable,1
3566,unecessary,argument,1
3567,unecessary,fight,1
3568,unfair,fiter,1
3569,Unify,bear,1
3570,Unify,corps,1
3571,unit,mixed,1
3572,united,people,1
3573,units,achieve,1
3574,units,develope,1
3575,units,segreate,1
3576,units,victory,1
3577,units,work,1
3578,unity,tie,1
3579,unusual,amount,1
3580,unusual,lost,1
3581,unusual,motion,1
3582,use,army,2
3583,use,bad,1
3584,use,color,1
3585,use,condition,1
3586,use,head,1
3587,use,latrine,1
3588,use,live,1
3589,use,logic,1
3590,use,negro,1
3591,use,negroe,1
3592,use,outfit,1
3593,use,people,1
3594,use,rite,1
3595,use,way,2
3596,use,white,1
3597,variance,first,1
3598,verce,understand,1
3599,viaw,devils,1
3600,viaw,poor,1
3601,vice,versa,1
3602,victory,separate,1
3603,view,point,1
3604,view,race,1
3605,vise,versa,1
3606,volunteer,mixed,1
3607,volunteer,outfit,1
3608,volunteer,use,1
3609,volunteer,way,1
3610,want,action,1
3611,want,associate,1
3612,want,bit,1
3613,want,buddy,1
3614,want,chance,1
3615,want,close,1
3616,want,eat,2
3617,want,live,7
3618,want,mile,1
3619,want,mingle,1
3620,want,mix,2
3621,want,negro,4
3622,want,negroe,3
3623,want,order,1
3624,want,people,1
3625,want,prove,1
3626,want,punish,1
3627,want,rasis,1
3628,want,see,1
3629,want,seperat,1
3630,want,sgt,1
3631,want,show,1
3632,want,shower,1
3633,want,sleep,12
3634,want,sleeping,2
3635,want,strong,1
3636,want,take,2
3637,want,unclear,2
3638,want,want,1
3639,want,white,1
3640,want,work,2
3641,war,american,1
3642,war,deletion,1
3643,war,effort,1
3644,war,hurry,1
3645,war,job,1
3646,war,liberation,1
3647,war,lower,1
3648,war,make,2
3649,war,morale,1
3650,war,person,1
3651,war,stay,1
3652,war,win,1
3653,wat,power,1
3654,way,better,2
3655,way,different,1
3656,way,full,1
3657,way,get,2
3658,way,hard,1
3659,way,help,1
3660,way,internal,1
3661,way,live,1
3662,way,living,1
3663,way,lower,2
3664,way,merger,1
3665,way,morale,1
3666,way,ruin,1
3667,way,south,1
3668,way,standard,1
3669,way,strain,1
3670,way,thing,2
3671,way,trouble,1
3672,way,unclear,3
3673,way,understand,2
3674,way,want,1
3675,way,work,1
3676,weakest,bad,1
3677,weakest,feeling,1
3678,weakest,link,1
3679,week,advantage,1
3680,week,little,1
3681,week,take,1
3682,week,training,1
3683,wer,people,1
3684,wer,white,1
3685,West,twain,1
3686,wet,cold,1
3687,whereas,open,1
3688,white,adjust,1
3689,white,bad,1
3690,white,become,1
3691,white,believe,1
3692,white,belong,1
3693,white,beter,1
3694,white,better,2
3695,white,black,5
3696,white,Black,1
3697,white,boy,9
3698,white,bring,1
3699,white,buddy,1
3700,white,care,1
3701,white,cent,1
3702,white,colo,1
3703,white,color,4
3704,white,colored,4
3705,white,colors,1
3706,white,commander,1
3707,white,complain,1
3708,white,control,1
3709,white,courtmartial,1
3710,white,dam,1
3711,white,different,1
3712,white,discriminate,1
3713,white,exception,1
3714,white,exist,1
3715,white,feel,4
3716,white,fellow,3
3717,white,fight,1
3718,white,folk,1
3719,white,foreman,1
3720,white,friendly,1
3721,white,get,13
3722,white,gether,1
3723,white,give,1
3724,white,hate,1
3725,white,head,1
3726,white,impose,1
3727,white,inferior,1
3728,white,intelligence,1
3729,white,job,1
3730,white,keep,1
3731,white,learn,2
3732,white,let,1
3733,white,like,22
3734,white,live,2
3735,white,living,1
3736,white,lose,1
3737,white,love,1
3738,white,man,33
3739,white,mix,8
3740,white,NCO,1
3741,white,negor,1
3742,white,negro,20
3743,white,Negro,1
3744,white,negroe,6
3745,white,Negroes,1
3746,white,northerner,1
3747,white,number,1
3748,white,obey,1
3749,white,offend,1
3750,white,officr,2
3751,white,old,1
3752,white,order,1
3753,white,outfit,11
3754,white,people,46
3755,white,person,1
3756,white,persons,1
3757,white,poot,1
3758,white,prefer,1
3759,white,prejudice,3
3760,white,private,1
3761,white,put,1
3762,white,quell,1
3763,white,race,8
3764,white,racial,1
3765,white,resent,2
3766,white,respective,1
3767,white,seldom,1
3768,white,separate,2
3769,white,seperate,1
3770,white,sleep,1
3771,white,smarter,1
3772,white,soldier,43
3773,white,Soldiers,3
3774,white,solider,1
3775,white,south,1
3776,white,southerner,1
3777,white,Southerner,1
3778,white,superior,2
3779,white,take,3
3780,white,tendency,1
3781,white,thing,1
3782,white,think,4
3783,white,troops,3
3784,white,truBle,1
3785,white,trust,1
3786,white,try,2
3787,white,unclear,3
3788,white,underlin,1
3789,white,unequal,1
3790,white,use,2
3791,white,want,3
3792,white,war,1
3793,white,white,1
3794,white,whites,1
3795,white,woman,1
3796,white,wood,1
3797,white,work,7
3798,white,woune,1
3799,White,NORTH,1
3800,White,White,1
3801,whites,accustom,1
3802,whites,allow,1
3803,whites,bad,1
3804,whites,become,1
3805,whites,fight,2
3806,whites,fraternalize,1
3807,whites,get,2
3808,whites,give,1
3809,whites,know,1
3810,whites,lose,1
3811,whites,man,1
3812,whites,negro,2
3813,whites,negroe,5
3814,whites,nergoe,1
3815,whites,northern,1
3816,whites,put,1
3817,whites,resent,1
3818,whites,white,3
3819,whites,whites,1
3820,whites,work,3
3821,Whites,advantage,1
3822,Whites,become,1
3823,Whites,different,1
3824,Whites,fightig,1
3825,Whites,help,1
3826,Whites,like,1
3827,Whites,live,1
3828,Whites,morale,1
3829,Whites,Negroes,1
3830,Whites,Negros,1
3831,Whites,take,1
3832,whole,army,1
3833,whole,better,1
3834,whole,compete,1
3835,whole,country,1
3836,whole,intelligent,1
3837,whole,negroe,1
3838,whole,outfit,1
3839,whole,relish,1
3840,whole,separate,1
3841,whole,think,1
3842,whole,units,1
3843,wife,believe,1
3844,win,war,4
3845,wish,join,1
3846,wish,make,1
3847,wite,fellow,1
3848,wite,negro,1
3849,wite,want,1
3850,wold,show,1
3851,wold,way,1
3852,wont,selve,1
3853,work,alone,1
3854,work,associate,1
3855,work,best,1
3856,work,better,20
3857,work,close,1
3858,work,combine,1
3859,work,country,1
3860,work,exist,1
3861,work,fight,3
3862,work,function,1
3863,work,get,1
3864,work,gether,1
3865,work,good,1
3866,work,group,1
3867,work,harder,1
3868,work,harmony,1
3869,work,ideal,1
3870,work,individual,1
3871,work,lot,1
3872,work,majority,1
3873,work,man,1
3874,work,mind,1
3875,work,negro,3
3876,work,negroe,1
3877,work,obtain,1
3878,work,outfit,2
3879,work,play,1
3880,work,race,2
3881,work,racial,1
3882,work,right,1
3883,work,separate,3
3884,work,seperat,1
3885,work,seperate,4
3886,work,soldier,1
3887,work,team,1
3888,work,togeather,1
3889,work,unclear,1
3890,work,unit,2
3891,work,units,1
3892,work,way,2
3893,work,week,1
3894,work,white,1
3895,work,whole,1
3896,work,win,1
3897,work,work,1
3898,world,bless,1
3899,worth,effort,1
3900,worth,fighting,1
3901,worth,understand,1
3902,worth,way,1
3903,woul,dorp,1
3904,woul,get,1
3905,woune,get,1
3906,write,get,1
3907,wrong,camp,1
3908,year,fine,1
3909,yellow,fiter,1
3910,yellow,unfair,1
3911,yes,time,1
3912,zone,necessary,1
